dtmnfr;nuts1_dsg;nuts1_cod;nuts2_dsg;nuts2_cod;nuts3_dsg;nuts3_cod;distrito_ilha_dsg;município_dsg;freguesia_dsg;area_ha;area_km2
"180622";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Mangualde;"União das freguesias de Tavares (Chãs, Várzea e Travanca)";3501.67;35.02
"180702";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Alvite;1928.66;19.29
"180703";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Arcozelos;950;9.5
"180705";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Baldos;444.18;4.44
"180706";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Cabaços;1121.22;11.21
"180707";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Caria;1671.06;16.71
"180708";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Castelo;927.74;9.28
"180709";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Leomil;3677.24;36.77
"180710";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Moimenta da Beira;926.57;9.27
"180713";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Passô;435.23;4.35
"180716";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Vila da Rua;966.69;9.67
"180717";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Sarzedo;499.28;4.99
"180719";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Sever;1003.38;10.03
"180720";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;Vilar;854.43;8.54
"180721";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;União das freguesias de Paradinha e Nagosa;1209.42;12.09
"180722";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;"União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz";2917.41;29.17
"180723";Continente;"1";Norte;"11";Douro;11D;Viseu;Moimenta da Beira;União das freguesias de Peva e Segões;2464.4;24.64
"180802";Continente;"1";Centro;"19";Região de Coimbra;"192";Viseu;Mortágua;Cercosa;871.52;8.72
"180804";Continente;"1";Centro;"19";Região de Coimbra;"192";Viseu;Mortágua;Espinho;4134.1;41.34
"180805";Continente;"1";Centro;"19";Região de Coimbra;"192";Viseu;Mortágua;Marmeleira;1850.8;18.51
"180807";Continente;"1";Centro;"19";Região de Coimbra;"192";Viseu;Mortágua;Pala;4885.74;48.86
"180808";Continente;"1";Centro;"19";Região de Coimbra;"192";Viseu;Mortágua;Sobral;6415.46;64.15
"180809";Continente;"1";Centro;"19";Região de Coimbra;"192";Viseu;Mortágua;Trezói;1750.58;17.51
"180811";Continente;"1";Centro;"19";Região de Coimbra;"192";Viseu;Mortágua;"União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça";5209.61;52.1
"180901";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Nelas;Canas de Senhorim;2545.26;25.45
"180903";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Nelas;Nelas;2162.75;21.63
"180905";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Nelas;Senhorim;3133.72;31.34
"180906";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Nelas;Vilar Seco;1015.09;10.15
"180908";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Nelas;Lapa do Lobo;732.15;7.32
"180910";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Nelas;União das freguesias de Carvalhal Redondo e Aguieira;1352.06;13.52
"180911";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Nelas;União das freguesias de Santar e Moreira;1630.45;16.3
"181002";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Oliveira de Frades;Arcozelo das Maias;2180.81;21.81
"181005";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Oliveira de Frades;Pinheiro;2161.86;21.62
"181007";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Oliveira de Frades;Ribeiradio;1567.14;15.67
"181008";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Oliveira de Frades;São João da Serra;1240.68;12.41
"181009";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Oliveira de Frades;São Vicente de Lafões;819.92;8.2
"181013";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Oliveira de Frades;União das freguesias de Arca e Varzielas;2036.96;20.37
"181014";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Oliveira de Frades;União das freguesias de Destriz e Reigoso;2275.8;22.76
"181015";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Oliveira de Frades;"União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães";2251.45;22.51
"181102";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Penalva do Castelo;Castelo de Penalva;2716.17;27.16
"181103";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Penalva do Castelo;Esmolfe;1087.06;10.87
"181104";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Penalva do Castelo;Germil;545.92;5.46
"181105";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Penalva do Castelo;Ínsua;943.75;9.44
"181106";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Penalva do Castelo;Lusinde;280.7;2.81
"181109";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Penalva do Castelo;Pindo;1676.43;16.76
"181110";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Penalva do Castelo;Real;469.08;4.69
"181111";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Penalva do Castelo;Sezures;2104.27;21.04
"181112";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Penalva do Castelo;Trancozelos;512.43;5.12
"181114";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Penalva do Castelo;União das freguesias de Antas e Matela;1826.84;18.27
"181115";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Penalva do Castelo;União das freguesias de Vila Cova do Covelo/Mareco;1271.25;12.71
"181202";Continente;"1";Norte;"11";Douro;11D;Viseu;Penedono;Beselga;1476.57;14.77
"181203";Continente;"1";Norte;"11";Douro;11D;Viseu;Penedono;Castainço;1337.02;13.37
"181207";Continente;"1";Norte;"11";Douro;11D;Viseu;Penedono;Penela da Beira;1838.47;18.38
"181208";Continente;"1";Norte;"11";Douro;11D;Viseu;Penedono;Póvoa de Penela;977.48;9.77
"181209";Continente;"1";Norte;"11";Douro;11D;Viseu;Penedono;Souto;1458.41;14.58
"181210";Continente;"1";Norte;"11";Douro;11D;Viseu;Penedono;União das freguesias de Antas e Ourozinho;3006.13;30.06
"181211";Continente;"1";Norte;"11";Douro;11D;Viseu;Penedono;União das freguesias de Penedono e Granja;3276.67;32.77
"181302";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Viseu;Resende;Barrô;1003.65;10.04
"181303";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Viseu;Resende;Cárquere;750.49;7.5
"181310";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Viseu;Resende;Paus;1339.68;13.4
"181311";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Viseu;Resende;Resende;1187.83;11.88
"181312";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Viseu;Resende;São Cipriano;670.38;6.7
"181313";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Viseu;Resende;São João de Fontoura;505.57;5.06
"181314";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Viseu;Resende;São Martinho de Mouros;1440.85;14.41
"181316";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Viseu;Resende;União das freguesias de Anreade e São Romão de Aregos;983.13;9.83
"181317";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Viseu;Resende;União das freguesias de Felgueiras e Feirão;1328.28;13.28
"181318";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Viseu;Resende;União das freguesias de Freigil e Miomães;742.93;7.43
"181319";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Viseu;Resende;União das freguesias de Ovadas e Panchorra;2382.12;23.82
"181403";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Santa Comba Dão;Pinheiro de Ázere;1188.78;11.89
"181405";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Santa Comba Dão;São Joaninho;972.3;9.72
"181406";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Santa Comba Dão;São João de Areias;2151;21.51
"181410";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Santa Comba Dão;União das freguesias de Ovoa e Vimieiro;2246.71;22.47
"181411";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Santa Comba Dão;União das freguesias de Santa Comba Dão e Couto do Mosteiro;2673.75;26.74
"181412";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Santa Comba Dão;União das freguesias de Treixedo e Nagozela;1962.22;19.62
"181501";Continente;"1";Norte;"11";Douro;11D;Viseu;São João da Pesqueira;Castanheiro do Sul;2039.52;20.4
"181502";Continente;"1";Norte;"11";Douro;11D;Viseu;São João da Pesqueira;Ervedosa do Douro;4023.83;40.24
"181504";Continente;"1";Norte;"11";Douro;11D;Viseu;São João da Pesqueira;Nagozelo do Douro;788.7;7.89
"181505";Continente;"1";Norte;"11";Douro;11D;Viseu;São João da Pesqueira;Paredes da Beira;2055.56;20.56
"181507";Continente;"1";Norte;"11";Douro;11D;Viseu;São João da Pesqueira;Riodades;2006.63;20.07
"181509";Continente;"1";Norte;"11";Douro;11D;Viseu;São João da Pesqueira;Soutelo do Douro;1779.97;17.8
"181511";Continente;"1";Norte;"11";Douro;11D;Viseu;São João da Pesqueira;Vale de Figueira;1646.67;16.47
"181512";Continente;"1";Norte;"11";Douro;11D;Viseu;São João da Pesqueira;Valongo dos Azeites;455.68;4.56
"181515";Continente;"1";Norte;"11";Douro;11D;Viseu;São João da Pesqueira;União das freguesias de São João da Pesqueira e Várzea de Trevões;5327.29;53.27
"181516";Continente;"1";Norte;"11";Douro;11D;Viseu;São João da Pesqueira;União das freguesias de Trevões e Espinhosa;3012.63;30.13
"181517";Continente;"1";Norte;"11";Douro;11D;Viseu;São João da Pesqueira;União das freguesias de Vilarouco e Pereiros;3474.36;34.74
"181602";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;Bordonhos;595.05;5.95
"181606";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;Figueiredo de Alva;1468.57;14.69
"181607";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;Manhouce;4040.57;40.41
"181608";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;Pindelo dos Milagres;2389.71;23.9
"181609";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;Pinho;1363.77;13.64
"181612";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;São Félix;319.37;3.19
"181615";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;Serrazes;1323.22;13.23
"181616";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;Sul;5241.19;52.41
"181617";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;Valadares;2076.01;20.76
"181619";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;Vila Maior;1187.49;11.87
"181620";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;União das freguesias de Carvalhais e Candal;4373.17;43.73
"181621";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;2893.77;28.94
"181622";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;União das freguesias de São Martinho das Moitas e Covas do Rio;5368.11;53.68
"181623";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;São Pedro do Sul;"União das freguesias de São Pedro do Sul, Várzea e Baiões";2255.09;22.55
"181702";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Sátão;Avelal;815.24;8.15
"181704";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Sátão;Ferreira de Aves;6613.16;66.13
"181706";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Sátão;Mioma;1534.04;15.34
"181707";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Sátão;Rio de Moinhos;1103.88;11.04
"181709";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Sátão;São Miguel de Vila Boa;1288.98;12.89
"181710";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Sátão;Sátão;1857.16;18.57
"181711";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Sátão;Silvã de Cima;688.44;6.88
"181713";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Sátão;União das freguesias de Águas Boas e Forles;1585.99;15.86
"181714";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Sátão;"União das freguesias de Romãs, Decermilo e Vila Longa";4707.21;47.07
"181801";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;Arnas;2125.36;21.25
"181802";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;Carregal;2076.71;20.77
"181803";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;Chosendo;1130.13;11.3
"181804";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;Cunha;1702.45;17.02
"181806";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;Faia;362.59;3.63
"181810";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;Granjal;1372.83;13.73
"181811";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;Lamosa;1322.1;13.22
"181814";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;Quintela;1377.24;13.77
"181817";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;Vila da Ponte;1276.73;12.77
"181818";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;União das freguesias de Ferreirim e Macieira;2236.89;22.37
"181819";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;União das freguesias de Fonte Arcada e Escurquela;1986.96;19.87
"181820";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;União das freguesias de Penso e Freixinho;1413.5;14.14
"181821";Continente;"1";Norte;"11";Douro;11D;Viseu;Sernancelhe;União das freguesias de Sernancelhe e Sarzeda;4477.74;44.78
"181901";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;Adorigo;922.53;9.23
"181902";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;Arcos;794.35;7.94
"181904";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;Chavães;944.73;9.45
"181905";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;Desejosa;748.84;7.49
"181906";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;Granja do Tedo;377.15;3.77
"181908";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;Longa;682.85;6.83
"181913";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;Sendim;2126.34;21.26
"181914";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;Tabuaço;1074.48;10.74
"181917";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;Valença do Douro;928.24;9.28
"181918";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;União das freguesias de Barcos e Santa Leocádia;1520.88;15.21
"181919";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;União das freguesias de Paradela e Granjinha;905.15;9.05
"181920";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;União das freguesias de Pinheiros e Vale de Figueira;1166.21;11.66
"181921";Continente;"1";Norte;"11";Douro;11D;Viseu;Tabuaço;União das freguesias de Távora e Pereiro;1193.93;11.94
"182004";Continente;"1";Norte;"11";Douro;11D;Viseu;Tarouca;Mondim da Beira;707.99;7.08
"182005";Continente;"1";Norte;"11";Douro;11D;Viseu;Tarouca;Salzedas;883.57;8.84
"182006";Continente;"1";Norte;"11";Douro;11D;Viseu;Tarouca;São João de Tarouca;1858.5;18.59
"182009";Continente;"1";Norte;"11";Douro;11D;Viseu;Tarouca;Várzea da Serra;2119.01;21.19
"182012";Continente;"1";Norte;"11";Douro;11D;Viseu;Tarouca;União das freguesias de Granja Nova e Vila Chã da Beira;1353.68;13.54
"182014";Continente;"1";Norte;"11";Douro;11D;Viseu;Tarouca;Dálvares;278.74;2.79
"182015";Continente;"1";Norte;"11";Douro;11D;Viseu;Tarouca;Gouviães;354.89;3.55
"182016";Continente;"1";Norte;"11";Douro;11D;Viseu;Tarouca;Tarouca;1912.92;19.13
"182017";Continente;"1";Norte;"11";Douro;11D;Viseu;Tarouca;Ucanha;539.19;5.39
"182102";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Campo de Besteiros;792.53;7.93
"182103";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Canas de Santa Maria;1384.61;13.85
"182105";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Castelões;1711.85;17.12
"182106";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Dardavaz;1369.45;13.69
"182107";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Ferreirós do Dão;828.64;8.29
"182108";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Guardão;1895.15;18.95
"182109";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Lajeosa do Dão;2459.08;24.59
"182110";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Lobão da Beira;1409.07;14.09
"182111";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Molelos;1549.61;15.5
"182116";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Parada de Gonta;672.79;6.73
"182118";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Santiago de Besteiros;1575.46;15.75
"182122";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Tonda;750.36;7.5
"182128";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;União das freguesias de Caparrosa e Silvares;2457.36;24.57
"182129";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;União das freguesias de Mouraz e Vila Nova da Rainha;1552.62;15.53
"182130";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;União das freguesias de São João do Monte e Mosteirinho;6513.46;65.13
"182132";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;União das freguesias de Tondela e Nandufe;1575.34;15.75
"182134";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Barreiro de Besteiros;3699.2;36.99
"182135";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Mosteiro de Fráguas;1028.49;10.28
"182136";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Sabugosa;715.7;7.16
"182137";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;São Miguel do Outeiro;1138.12;11.38
"182138";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Tourigo;873.35;8.73
"182139";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Tondela;Vilar de Besteiros;1169.47;11.69
"182203";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vila Nova de Paiva;Pendilhe;2418.97;24.19
"182204";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vila Nova de Paiva;Queiriga;3193.74;31.94
"182205";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vila Nova de Paiva;Touro;5016.66;50.17
"182206";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vila Nova de Paiva;Vila Cova à Coelheira;3203;32.03
"182208";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vila Nova de Paiva;"União das freguesias de Vila Nova de Paiva, Alhais e Fráguas";3720.92;37.21
"182301";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Abraveses;1222.72;12.23
"182304";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Bodiosa;2539.5;25.4
"182305";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Calde;3505.68;35.06
"182306";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Campo;1624.04;16.24
"182307";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Cavernães;1314.39;13.14
"182310";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Cota;4154.75;41.55
"182315";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Fragosela;1103.83;11.04
"182316";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Lordosa;2231.03;22.31
"182317";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Silgueiros;3617.33;36.17
"182318";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Mundão;1444.6;14.45
"182319";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Orgens;890.16;8.9
"182320";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Povolide;2080.05;20.8
"182321";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Ranhados;623.4;6.23
"182322";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Ribafeita;1811.72;18.12
"182323";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Rio de Loba;1775.06;17.75
"182325";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Santos Evos;1185.7;11.86
"182327";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;São João de Lourosa;2600.41;26
"182329";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;São Pedro de France;1875.18;18.75
"182335";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;União das freguesias de Barreiros e Cepões;3518.8;35.19
"182336";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;"União das freguesias de Boa Aldeia, Farminhão e Torredeita";3513.37;35.13
"182337";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Coutos de Viseu;2440.84;24.41
"182338";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Freguesia de Fail e Vila Chã de Sá;1569.76;15.7
"182339";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Repeses e São Salvador;1000.7;10.01
"182340";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;São Cipriano e Vil de Souto;2071.13;20.71
"182341";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Viseu;Viseu;995.99;9.96
"182401";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vouzela;Alcofra;2896.27;28.96
"182403";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vouzela;Campia;3926.72;39.27
"182407";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vouzela;Fornelo do Monte;1508.1;15.08
"182409";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vouzela;Queirã;2383.47;23.83
"182410";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vouzela;São Miguel do Mato;900.29;9
"182411";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vouzela;Ventosa;1833.05;18.33
"182413";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vouzela;União das freguesias de Cambra e Carvalhal de Vermilhas;3261.21;32.61
"182414";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vouzela;União das freguesias de Fataunços e Figueiredo das Donas;1265.97;12.66
"182415";Continente;"1";Centro;"19";Viseu Dão Lafões;"194";Viseu;Vouzela;União das freguesias de Vouzela e Paços de Vilharigues;1394.37;13.94
"310101";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Calheta;Arco da Calheta;1470.51;14.71
"310102";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Calheta;Calheta;2344.4;23.44
"310103";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Calheta;Estreito da Calheta;1432.17;14.32
"310104";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Calheta;Fajã da Ovelha;2216.31;22.16
"310105";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Calheta;Jardim do Mar;73.95;0.74
"310106";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Calheta;Paul do Mar;140.06;1.4
"310107";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Calheta;Ponta do Pargo;2471.19;24.71
"310108";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Calheta;Prazeres;1002.55;10.03
"310201";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Câmara de Lobos;Câmara de Lobos;776.71;7.77
"310202";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Câmara de Lobos;Curral das Freiras;2501.71;25.02
"310203";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Câmara de Lobos;Estreito de Câmara de Lobos;787.24;7.87
"310204";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Câmara de Lobos;Quinta Grande;414.82;4.15
"310205";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Câmara de Lobos;Jardim da Serra;736.26;7.36
"310301";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Funchal;Imaculado Coração de Maria;135.92;1.36
"310302";Região Autónoma da Madeira;"3";Região Autónoma da Madeira;"30";Região Autónoma da Madeira;"300";Ilha da Madeira;Funchal;Monte;1858.39;18.58
